,Fold,Model,Balanced ACC,AUC,F1,Recall,QC_Sampling,Site
0,0,Single site Test,0.6617647058823529,0.7058823529411765,0.6229508196721312,0.5588235294117647,low_Q,SALD
1,0,Single site Train,0.8992537313432836,0.9604032078413901,0.9010989010989011,0.917910447761194,low_Q,SALD
2,1,Single site Test,0.642156862745098,0.7058823529411764,0.6363636363636364,0.6176470588235294,low_Q,SALD
3,1,Single site Train,0.8885848535102266,0.9525152017689332,0.8913043478260869,0.917910447761194,low_Q,SALD
4,2,Single site Test,0.625668449197861,0.7023172905525847,0.6575342465753424,0.7058823529411765,low_Q,SALD
5,2,Single site Train,0.8922885572139303,0.9603095632946379,0.8945454545454545,0.917910447761194,low_Q,SALD
6,3,Single site Test,0.5971479500891266,0.6185383244206774,0.5970149253731343,0.6060606060606061,low_Q,SALD
7,3,Single site Train,0.8995854063018243,0.9698728579325595,0.9010989010989011,0.9111111111111111,low_Q,SALD
8,4,Single site Test,0.6849376114081996,0.7397504456327986,0.6440677966101694,0.5757575757575758,low_Q,SALD
9,4,Single site Train,0.9107241569928137,0.9699834162520728,0.9124087591240876,0.9259259259259259,low_Q,SALD
10,5,Single site Test,0.6470588235294118,0.6885813148788926,0.625,0.5882352941176471,low_Q,SALD
11,5,Single site Train,0.8992537313432836,0.968144352862553,0.9010989010989011,0.917910447761194,low_Q,SALD
12,6,Single site Test,0.6270053475935828,0.6666666666666667,0.6268656716417911,0.6176470588235294,low_Q,SALD
13,6,Single site Train,0.9108347153123273,0.968048645660586,0.9117647058823529,0.9253731343283582,low_Q,SALD
14,7,Single site Test,0.7312834224598931,0.7486631016042781,0.7352941176470589,0.7352941176470589,low_Q,SALD
15,7,Single site Train,0.8922609176340519,0.9580431177446103,0.8937728937728938,0.9104477611940298,low_Q,SALD
16,8,Single site Test,0.6265597147950089,0.6140819964349375,0.6153846153846154,0.6060606060606061,low_Q,SALD
17,8,Single site Train,0.8697622996130459,0.9501934770591486,0.8745519713261649,0.9037037037037037,low_Q,SALD
18,9,Single site Test,0.6555258467023173,0.731729055258467,0.6229508196721312,0.5757575757575758,low_Q,SALD
19,9,Single site Train,0.9144278606965175,0.9676616915422885,0.9163636363636364,0.9333333333333333,low_Q,SALD
20,10,Single site Test,0.6470588235294118,0.6799307958477508,0.6666666666666666,0.7058823529411765,low_Q,SALD
21,10,Single site Train,0.9029850746268657,0.9597905992425929,0.9051094890510949,0.9253731343283582,low_Q,SALD
22,11,Single site Test,0.6127450980392157,0.6568627450980392,0.59375,0.5588235294117647,low_Q,SALD
23,11,Single site Train,0.8885848535102266,0.9647871752349364,0.8913043478260869,0.917910447761194,low_Q,SALD
24,12,Single site Test,0.6136363636363636,0.6693404634581105,0.5666666666666667,0.5,low_Q,SALD
25,12,Single site Train,0.9033996683250414,0.9603095632946379,0.9044117647058824,0.917910447761194,low_Q,SALD
26,13,Single site Test,0.716131907308378,0.7139037433155081,0.7076923076923077,0.696969696969697,low_Q,SALD
27,13,Single site Train,0.9032338308457711,0.9642343836373687,0.9064748201438849,0.9333333333333333,low_Q,SALD
28,14,Single site Test,0.6581996434937611,0.662210338680927,0.684931506849315,0.7575757575757576,low_Q,SALD
29,14,Single site Train,0.8846323935876175,0.9667772249861802,0.8888888888888888,0.9185185185185185,low_Q,SALD
30,15,Single site Test,0.5882352941176471,0.6764705882352942,0.6111111111111112,0.6470588235294118,low_Q,SALD
31,15,Single site Train,0.9104477611940298,0.9634105591445756,0.9130434782608695,0.9402985074626866,low_Q,SALD
32,16,Single site Test,0.6118538324420677,0.7076648841354723,0.6176470588235294,0.6176470588235294,low_Q,SALD
33,16,Single site Train,0.9108347153123273,0.969983416252073,0.9117647058823529,0.9253731343283582,low_Q,SALD
34,17,Single site Test,0.5962566844919786,0.7040998217468806,0.6197183098591549,0.6470588235294118,low_Q,SALD
35,17,Single site Train,0.8997236042012162,0.9604754007739082,0.9018181818181819,0.9253731343283582,low_Q,SALD
36,18,Single site Test,0.732174688057041,0.822638146167558,0.7428571428571429,0.7878787878787878,low_Q,SALD
37,18,Single site Train,0.8920950801547816,0.9645660585959095,0.8953068592057761,0.9185185185185185,low_Q,SALD
38,19,Single site Test,0.5525846702317291,0.5677361853832443,0.5588235294117647,0.5757575757575758,low_Q,SALD
39,19,Single site Train,0.8697622996130459,0.953012714206744,0.8745519713261649,0.9037037037037037,low_Q,SALD
40,20,Single site Test,0.7058823529411765,0.7811418685121108,0.696969696969697,0.6764705882352942,low_Q,SALD
41,20,Single site Train,0.9029850746268657,0.9651926932501671,0.9037037037037037,0.9104477611940298,low_Q,SALD
42,21,Single site Test,0.6122994652406417,0.6336898395721925,0.6060606060606061,0.5882352941176471,low_Q,SALD
43,21,Single site Train,0.9257600884466556,0.9754560530679934,0.927536231884058,0.9552238805970149,low_Q,SALD
44,22,Single site Test,0.5383244206773619,0.661319073083779,0.5079365079365079,0.47058823529411764,low_Q,SALD
45,22,Single site Train,0.8699557766721946,0.9478164731896075,0.8717948717948718,0.8880597014925373,low_Q,SALD
46,23,Single site Test,0.6274509803921569,0.6016042780748663,0.6376811594202898,0.6666666666666666,low_Q,SALD
47,23,Single site Train,0.929297954671089,0.9730790491984522,0.9309090909090909,0.9481481481481482,low_Q,SALD
48,24,Single site Test,0.5971479500891266,0.6827094474153298,0.5970149253731343,0.6060606060606061,low_Q,SALD
49,24,Single site Train,0.8883913764510779,0.9584300718629076,0.8913043478260869,0.9111111111111111,low_Q,SALD
50,0,Single site Test,0.6617647058823529,0.7041522491349482,0.6229508196721312,0.5588235294117647,high_Q,SALD
51,0,Single site Train,0.8768656716417911,0.9362887057251059,0.8782287822878229,0.8880597014925373,high_Q,SALD
52,1,Single site Test,0.6287878787878788,0.6720142602495542,0.576271186440678,0.5,high_Q,SALD
