,Fold,Model,Balanced ACC,AUC,F1,Recall,QC_Sampling,Site,Repeated
173,11,Pooled data Train,0.95,0.98328125,0.9512195121951219,0.975,['random_Q'],SALD,1
174,12,Pooled data Test,0.6,0.6025,0.5555555555555556,0.5,['random_Q'],SALD,1
175,12,Pooled data Train,0.95625,0.9842187499999999,0.9565217391304348,0.9625,['random_Q'],SALD,1
176,13,Pooled data Test,0.4,0.4225,0.4782608695652174,0.55,['random_Q'],SALD,1
177,13,Pooled data Train,0.95,0.988125,0.95,0.95,['random_Q'],SALD,1
178,14,Pooled data Test,0.525,0.6174999999999999,0.4864864864864865,0.45,['random_Q'],SALD,1
179,14,Pooled data Train,0.94375,0.9865625,0.9454545454545454,0.975,['random_Q'],SALD,1
180,15,Pooled data Test,0.575,0.6325000000000001,0.5853658536585366,0.6,['random_Q'],SALD,1
181,15,Pooled data Train,0.9437500000000001,0.9871875,0.9447852760736196,0.9625,['random_Q'],SALD,1
182,16,Pooled data Test,0.75,0.755,0.7222222222222222,0.65,['random_Q'],SALD,1
183,16,Pooled data Train,0.9624999999999999,0.99046875,0.9629629629629629,0.975,['random_Q'],SALD,1
184,17,Pooled data Test,0.625,0.6475,0.6341463414634146,0.65,['random_Q'],SALD,1
185,17,Pooled data Train,0.9375,0.97828125,0.9382716049382716,0.95,['random_Q'],SALD,1
186,18,Pooled data Test,0.525,0.545,0.5365853658536586,0.55,['random_Q'],SALD,1
187,18,Pooled data Train,0.95,0.98921875,0.9506172839506173,0.9625,['random_Q'],SALD,1
188,19,Pooled data Test,0.625,0.6275000000000001,0.5945945945945946,0.55,['random_Q'],SALD,1
189,19,Pooled data Train,0.95625,0.9909375,0.9570552147239264,0.975,['random_Q'],SALD,1
190,20,Pooled data Test,0.6000000000000001,0.5425,0.6190476190476191,0.65,['random_Q'],SALD,1
191,20,Pooled data Train,0.93125,0.985,0.9308176100628931,0.925,['random_Q'],SALD,1
192,21,Pooled data Test,0.575,0.5750000000000001,0.5853658536585366,0.6,['random_Q'],SALD,1
193,21,Pooled data Train,0.9437500000000001,0.983125,0.9447852760736196,0.9625,['random_Q'],SALD,1
194,22,Pooled data Test,0.525,0.5974999999999999,0.4864864864864865,0.45,['random_Q'],SALD,1
195,22,Pooled data Train,0.9624999999999999,0.99390625,0.9629629629629629,0.975,['random_Q'],SALD,1
196,23,Pooled data Test,0.475,0.5475,0.4878048780487805,0.5,['random_Q'],SALD,1
197,23,Pooled data Train,0.9625,0.9917187500000001,0.9625,0.9625,['random_Q'],SALD,1
198,24,Pooled data Test,0.725,0.72,0.6857142857142857,0.6,['random_Q'],SALD,1
199,24,Pooled data Train,0.9375,0.98453125,0.9382716049382716,0.95,['random_Q'],SALD,1
200,0,Pooled data Test,0.5892857142857143,0.6811224489795917,0.6101694915254238,0.6428571428571429,['random_Q'],eNKI,1
201,0,Pooled data Train,0.8169642857142857,0.9162946428571427,0.8127853881278538,0.7946428571428571,['random_Q'],eNKI,1
202,1,Pooled data Test,0.7142857142857143,0.7716836734693877,0.7241379310344828,0.75,['random_Q'],eNKI,1
203,1,Pooled data Train,0.8616071428571428,0.9348692602040816,0.8609865470852018,0.8571428571428571,['random_Q'],eNKI,1
204,2,Pooled data Test,0.6964285714285714,0.6772959183673469,0.7017543859649122,0.7142857142857143,['random_Q'],eNKI,1
205,2,Pooled data Train,0.84375,0.9259406887755103,0.8471615720524017,0.8660714285714286,['random_Q'],eNKI,1
206,3,Pooled data Test,0.6607142857142858,0.725765306122449,0.6666666666666666,0.6785714285714286,['random_Q'],eNKI,1
207,3,Pooled data Train,0.84375,0.9304049744897959,0.8444444444444444,0.8482142857142857,['random_Q'],eNKI,1
208,4,Pooled data Test,0.7142857142857143,0.7015306122448979,0.7037037037037037,0.6785714285714286,['random_Q'],eNKI,1
209,4,Pooled data Train,0.8482142857142857,0.9300860969387755,0.8468468468468469,0.8392857142857143,['random_Q'],eNKI,1
210,5,Pooled data Test,0.5892857142857143,0.6326530612244898,0.6101694915254238,0.6428571428571429,['random_Q'],eNKI,1
211,5,Pooled data Train,0.8526785714285714,0.9343112244897959,0.8506787330316742,0.8392857142857143,['random_Q'],eNKI,1
212,6,Pooled data Test,0.5535714285714286,0.6645408163265306,0.46808510638297873,0.39285714285714285,['random_Q'],eNKI,1
213,6,Pooled data Train,0.8303571428571428,0.9213966836734694,0.831858407079646,0.8392857142857143,['random_Q'],eNKI,1
214,7,Pooled data Test,0.6964285714285714,0.8035714285714286,0.6909090909090909,0.6785714285714286,['random_Q'],eNKI,1
215,7,Pooled data Train,0.8660714285714286,0.9311224489795918,0.8623853211009175,0.8392857142857143,['random_Q'],eNKI,1
216,8,Pooled data Test,0.6964285714285714,0.729591836734694,0.7017543859649122,0.7142857142857143,['random_Q'],eNKI,1
217,8,Pooled data Train,0.8571428571428571,0.9258609693877551,0.8571428571428571,0.8571428571428571,['random_Q'],eNKI,1
218,9,Pooled data Test,0.6964285714285714,0.7665816326530612,0.711864406779661,0.75,['random_Q'],eNKI,1
219,9,Pooled data Train,0.8348214285714286,0.9222735969387755,0.8355555555555556,0.8392857142857143,['random_Q'],eNKI,1
220,10,Pooled data Test,0.6964285714285714,0.7602040816326531,0.7017543859649122,0.7142857142857143,['random_Q'],eNKI,1
221,10,Pooled data Train,0.84375,0.9336734693877552,0.8430493273542601,0.8392857142857143,['random_Q'],eNKI,1
222,11,Pooled data Test,0.5357142857142857,0.5931122448979592,0.5,0.4642857142857143,['random_Q'],eNKI,1
