,Fold,Model,Balanced ACC,AUC,F1,Recall,QC_Sampling,Site,Repeated
466,8,Pooled data Test,0.72781217750258,0.8059855521155831,0.7331189710610932,0.7450980392156863,random_Q,1000Brains,9
467,8,Pooled data Train,0.8560901447321974,0.9353812992736648,0.8557377049180328,0.8543371522094927,random_Q,1000Brains,9
468,9,Pooled data Test,0.6555727554179567,0.7566219470244238,0.6366782006920415,0.6052631578947368,random_Q,1000Brains,9
469,9,Pooled data Train,0.8601697634864093,0.9454927633901351,0.8619854721549637,0.8725490196078431,random_Q,1000Brains,9
470,10,Pooled data Test,0.7352941176470589,0.8099021743773762,0.7326732673267327,0.7254901960784313,random_Q,1000Brains,9
471,10,Pooled data Train,0.8453355155482816,0.9359666346120362,0.8454619787408013,0.8461538461538461,random_Q,1000Brains,9
472,11,Pooled data Test,0.6928104575163399,0.7851680977401854,0.6928104575163399,0.6928104575163399,random_Q,1000Brains,9
473,11,Pooled data Train,0.8600654664484452,0.9468794951261783,0.8601798855273917,0.8608837970540099,random_Q,1000Brains,9
474,12,Pooled data Test,0.6633986928104575,0.72160280234098,0.6555183946488294,0.6405228758169934,random_Q,1000Brains,9
475,12,Pooled data Train,0.853518821603928,0.9407694718486236,0.8538775510204082,0.855973813420622,random_Q,1000Brains,9
476,13,Pooled data Test,0.6360079119367046,0.7241142070863434,0.6430868167202572,0.6535947712418301,random_Q,1000Brains,9
477,13,Pooled data Train,0.8716330776718761,0.947688349753431,0.8724614134849715,0.8788870703764321,random_Q,1000Brains,9
478,14,Pooled data Test,0.6460698314413484,0.7230392156862746,0.6625,0.6973684210526315,random_Q,1000Brains,9
479,14,Pooled data Train,0.8601804606185082,0.9467523506947786,0.8601798855273917,0.8594771241830066,random_Q,1000Brains,9
480,15,Pooled data Test,0.6764705882352942,0.7548378828655645,0.6837060702875399,0.6993464052287581,random_Q,1000Brains,9
481,15,Pooled data Train,0.8486088379705401,0.9394140699290958,0.8504446240905417,0.8608837970540099,random_Q,1000Brains,9
482,16,Pooled data Test,0.6895424836601307,0.7625272331154683,0.6822742474916388,0.6666666666666666,random_Q,1000Brains,9
483,16,Pooled data Train,0.8363338788870703,0.9311477254159288,0.8371335504885994,0.8412438625204582,random_Q,1000Brains,9
484,17,Pooled data Test,0.6830065359477124,0.7294203084283823,0.692063492063492,0.7124183006535948,random_Q,1000Brains,9
485,17,Pooled data Train,0.8731587561374796,0.9517064403020458,0.8736756316218419,0.8772504091653028,random_Q,1000Brains,9
486,18,Pooled data Test,0.6230650154798762,0.7260491916064671,0.6101694915254238,0.5882352941176471,random_Q,1000Brains,9
487,18,Pooled data Train,0.8593741642865548,0.947305927280896,0.8612903225806452,0.8739770867430442,random_Q,1000Brains,9
488,19,Pooled data Test,0.6950249398004816,0.7472050223598211,0.6889632107023411,0.6776315789473685,random_Q,1000Brains,9
489,19,Pooled data Train,0.8618157846881251,0.944880352577474,0.8618152085036794,0.8611111111111112,random_Q,1000Brains,9
490,20,Pooled data Test,0.7026143790849673,0.7841855696526977,0.7016393442622951,0.6993464052287581,random_Q,1000Brains,9
491,20,Pooled data Train,0.8600654664484453,0.9453633736114497,0.8592592592592593,0.8543371522094927,random_Q,1000Brains,9
492,21,Pooled data Test,0.6666666666666667,0.7204493998034944,0.66,0.6470588235294118,random_Q,1000Brains,9
493,21,Pooled data Train,0.853518821603928,0.9366095129928399,0.8533988533988534,0.8527004909983633,random_Q,1000Brains,9
494,22,Pooled data Test,0.6601307189542484,0.7658165662779274,0.6623376623376623,0.6666666666666666,random_Q,1000Brains,9
495,22,Pooled data Train,0.8723404255319149,0.9523841412618095,0.8723404255319149,0.8723404255319149,random_Q,1000Brains,9
496,23,Pooled data Test,0.668687650498796,0.7305641554867561,0.6853582554517134,0.7189542483660131,random_Q,1000Brains,9
497,23,Pooled data Train,0.8593661414374806,0.9436662280842506,0.8599348534201955,0.8641571194762684,random_Q,1000Brains,9
498,24,Pooled data Test,0.665656174750602,0.7555039559683523,0.6730769230769231,0.6907894736842105,random_Q,1000Brains,9
499,24,Pooled data Train,0.848719820716066,0.9385583475070333,0.8511665325824618,0.8643790849673203,random_Q,1000Brains,9
