site,Original_N,Obtained_N,N_share,n_images_each_bin,age_bins,low_age_cut,high_age_cut,Share_percentage,age_diff,median_low,median_hich,mean_low,mean_hich,std_low,std_high
AOMIC,1363,736,515,92.0,4,19.0,25.0,1.429126213592233,6.0,2.02255,2.0225,2.096805027173913,2.100336956521739,0.2110964343946835,0.2183743199461629
AOMIC,1363,1104,751,138.0,4,19.0,26.0,1.470039946737683,7.0,2.0184,2.0163,2.092299275362319,2.086783514492754,0.2099801444643851,0.20508012197161138
AOMIC,1363,684,506,85.5,4,20.0,23.0,1.3517786561264822,3.0,2.0131,2.0185000000000004,2.090363596491228,2.0989906432748535,0.21660068387941825,0.2189297519995091
AOMIC,1363,1026,680,128.25,4,20.0,24.0,1.5088235294117647,4.0,2.02215,2.0168,2.100205360623782,2.096431384015595,0.21971003654044013,0.21839591242809958
AOMIC,1363,1368,902,171.0,4,20.0,25.0,1.516629711751663,5.0,2.0172,2.0188,2.0920372807017547,2.0900276315789474,0.2093219831040104,0.2084237818892205
AOMIC,1363,1200,882,150.0,4,20.0,26.0,1.3605442176870748,6.0,2.01465,2.01485,2.0931511666666665,2.0928668333333333,0.21426167981739222,0.21524939380770478
AOMIC,1363,816,539,102.0,4,21.0,24.0,1.5139146567717996,3.0,2.01875,2.0247,2.092216911764706,2.0932644607843134,0.21019910020243002,0.20721700669647936
AOMIC,1363,1224,808,153.0,4,21.0,25.0,1.5148514851485149,4.0,2.0184,2.01445,2.087067892156863,2.0850731209150326,0.20417095218767384,0.20418404926333406
AOMIC,1363,1528,939,191.0,4,21.0,26.0,1.6272630457933972,5.0,2.0104,2.0127,2.077837107329843,2.0831350785340317,0.19967752854712817,0.20537783960427117
AOMIC,1363,816,609,102.0,4,22.0,25.0,1.3399014778325122,3.0,2.0182,2.0172,2.0872805147058826,2.0876279411764704,0.19893973067726653,0.20012526636269004
AOMIC,1363,1146,749,143.25,4,22.0,26.0,1.5300400534045393,4.0,2.0088,2.0109500000000002,2.0758553228621293,2.0774603839441537,0.19750213935612196,0.1964450269480079
AOMIC,1363,764,523,95.5,4,23.0,26.0,1.4608030592734225,3.0,2.0084,2.0042999999999997,2.065811910994764,2.0633480366492147,0.18534054746390527,0.1896724625502486
AOMIC,1363,90,37,9.0,5,18.0,22.0,2.4324324324324325,4.0,2.13095,2.13095,2.216884444444444,2.203533333333333,0.2759355542375511,0.25555183383274893
AOMIC,1363,120,41,12.0,5,18.0,23.0,2.926829268292683,5.0,2.0730000000000004,2.058,2.1670083333333334,2.1472908333333334,0.2621040801619368,0.2554440730435553
AOMIC,1363,150,47,15.0,5,18.0,24.0,3.1914893617021276,6.0,2.06475,2.0561499999999997,2.1528326666666664,2.1405873333333334,0.24915151975898175,0.23972219584502522
AOMIC,1363,180,51,18.0,5,18.0,25.0,3.5294117647058822,7.0,2.07265,2.0428499999999996,2.1434294444444446,2.1240033333333335,0.23852831571186192,0.23974283193390192
AOMIC,1363,582,287,58.2,5,18.0,26.0,2.0278745644599305,8.0,2.0257,2.02155,2.1166682130584196,2.1128149484536083,0.22982928837151936,0.2319475534224011
AOMIC,1363,552,298,55.2,5,19.0,23.0,1.8523489932885906,4.0,2.0345,2.02245,2.1208527173913043,2.1074121376811594,0.22998072781217163,0.22999396129008426
AOMIC,1363,736,408,73.6,5,19.0,24.0,1.803921568627451,5.0,2.0232,2.0184,2.1101222826086956,2.1054994565217395,0.22936776290331734,0.22175514940000493
AOMIC,1363,920,507,92.0,5,19.0,25.0,1.8145956607495068,6.0,2.0183,2.0199,2.103709130434783,2.1002777173913043,0.22599033996539789,0.2180566482916935
AOMIC,1363,1104,625,110.4,5,19.0,26.0,1.7664,7.0,2.01035,2.0115,2.093860778985507,2.09311259057971,0.21802163277706213,0.21757858532788288
AOMIC,1363,1026,676,102.6,5,20.0,24.0,1.517751479289941,4.0,2.01585,2.01845,2.092369688109162,2.095383820662768,0.2082146604976377,0.21397547283975807
AOMIC,1363,1368,913,136.8,5,20.0,25.0,1.498357064622125,5.0,2.0170500000000002,2.01445,2.091823830409357,2.0898426169590643,0.20969084249051237,0.21040622775236412
AOMIC,1363,1710,1095,171.0,5,20.0,26.0,1.5616438356164384,6.0,2.01465,2.0136000000000003,2.083010350877193,2.0858233333333334,0.2031751021505177,0.2060177077708493
AOMIC,1363,1224,807,122.4,5,21.0,25.0,1.516728624535316,4.0,2.01465,2.0148,2.0835642973856205,2.0857136437908497,0.200415888951938,0.205594570159195
AOMIC,1363,1528,949,152.8,5,21.0,26.0,1.6101159114857746,5.0,2.01035,2.0089,2.078504319371728,2.076177617801047,0.1990367630025103,0.19763903977265865
AOMIC,1363,1146,742,114.6,5,22.0,26.0,1.5444743935309972,4.0,2.0148,2.0108,2.078827835951134,2.0766335951134383,0.19888555165420518,0.19748551356210714
AOMIC,1363,120,37,10.0,6,18.0,23.0,3.2432432432432434,5.0,2.0949,2.1191,2.176125,2.199970833333333,0.2676468029595231,0.26395203039992116
AOMIC,1363,150,39,12.5,6,18.0,24.0,3.8461538461538463,6.0,2.08985,2.057,2.1542893333333333,2.1272180000000005,0.23767818413627634,0.2008160218714345
AOMIC,1363,180,48,15.0,6,18.0,25.0,3.75,7.0,2.05825,2.04995,2.142846666666667,2.147372777777778,0.23216143689709298,0.25549090786838974
AOMIC,1363,210,55,17.5,6,18.0,26.0,3.8181818181818183,8.0,2.02375,2.0535,2.110255238095238,2.141042380952381,0.23210584843285895,0.2511268473469509
AOMIC,1363,736,413,61.333333333333336,6,19.0,24.0,1.7820823244552058,5.0,2.02515,2.022,2.1110798913043483,2.1050244565217393,0.22620610354755027,0.22311688367763016
AOMIC,1363,920,498,76.66666666666667,6,19.0,25.0,1.8473895582329318,6.0,2.0166500000000003,2.0188,2.0975894565217392,2.1004923913043476,0.21624053574924126,0.22309416829892056
AOMIC,1363,1104,613,92.0,6,19.0,26.0,1.8009787928221859,7.0,2.0151,2.0106,2.0945453804347824,2.0912572463768115,0.22017309232981794,0.22038321808240366
AOMIC,1363,1368,907,114.0,6,20.0,25.0,1.5082690187431091,5.0,2.0170500000000002,2.0170500000000002,2.090100657894737,2.089745321637427,0.20799560805356967,0.20641253355555017
AOMIC,1363,1710,1080,142.5,6,20.0,26.0,1.5833333333333333,6.0,2.01255,2.0103,2.0840308771929825,2.082066198830409,0.20585466853592707,0.2055687315940394
AOMIC,1363,1528,924,127.33333333333333,6,21.0,26.0,1.6536796536796536,5.0,2.01035,2.0135,2.075589986910995,2.0830519633507856,0.19690914349086897,0.20384354160137938
AOMIC,1363,150,49,10.714285714285714,7,18.0,24.0,3.061224489795918,6.0,2.0703500000000004,2.07395,2.158997333333333,2.1400586666666666,0.2556218473681418,0.2500597692812168
AOMIC,1363,180,46,12.857142857142858,7,18.0,25.0,3.9130434782608696,7.0,2.0448000000000004,2.06705,2.126637777777778,2.1503872222222222,0.23357162698748668,0.25129286549606633
AOMIC,1363,210,58,15.0,7,18.0,26.0,3.6206896551724137,8.0,2.03415,2.0420999999999996,2.1354828571428572,2.1198923809523813,0.25034436606121563,0.22203546839180677
AOMIC,1363,920,532,65.71428571428571,7,19.0,25.0,1.7293233082706767,6.0,2.01735,2.02175,2.0979659782608695,2.100424239130435,0.21952558905356342,0.21551984659378315
AOMIC,1363,1104,597,78.85714285714286,7,19.0,26.0,1.849246231155779,7.0,2.0183,2.0149,2.093088224637681,2.094971920289855,0.2102095598331785,0.21837956470057224
AOMIC,1363,1710,1106,122.14285714285714,7,20.0,26.0,1.546112115732369,6.0,2.0092,2.0088,2.0807595321637424,2.0810594736842103,0.20318633776001366,0.20429460250279904
AOMIC,1363,180,52,11.25,8,18.0,25.0,3.4615384615384617,7.0,2.0415,2.0725,2.134872777777778,2.1535422222222222,0.2382697046622558,0.24971814434507128
AOMIC,1363,210,50,13.125,8,18.0,26.0,4.2,8.0,2.0336,2.0389999999999997,2.1153052380952384,2.12834,0.23784598072406807,0.25196611456692375
AOMIC,1363,1104,625,69.0,8,19.0,26.0,1.7664,7.0,2.01935,2.0184,2.0953897644927535,2.096942572463768,0.21175825825802005,0.21396623139382523
AOMIC,1363,210,56,11.666666666666666,9,18.0,26.0,3.75,8.0,2.0453,2.0453,2.1338942857142857,2.1249519047619048,0.238844489988387,0.2315935815300672
