site,low_age_cut,high_age_cut,Obtained_N,age_diff,age_bins
eNKI,27.0,62.0,184,35.0,3
eNKI,27.0,63.0,184,36.0,3
eNKI,27.0,64.0,270,37.0,3
eNKI,27.0,65.0,200,38.0,3
eNKI,27.0,66.0,200,39.0,3
eNKI,27.0,67.0,300,40.0,3
eNKI,27.0,68.0,208,41.0,3
eNKI,27.0,69.0,208,42.0,3
eNKI,27.0,70.0,312,43.0,3
eNKI,27.0,71.0,244,44.0,3
eNKI,27.0,72.0,244,45.0,3
eNKI,27.0,73.0,366,46.0,3
eNKI,27.0,74.0,240,47.0,3
eNKI,27.0,75.0,240,48.0,3
eNKI,27.0,76.0,360,49.0,3
eNKI,27.0,77.0,260,50.0,3
eNKI,27.0,78.0,260,51.0,3
eNKI,27.0,79.0,390,52.0,3
eNKI,27.0,80.0,272,53.0,3
eNKI,27.0,81.0,272,54.0,3
eNKI,27.0,82.0,408,55.0,3
eNKI,27.0,83.0,316,56.0,3
eNKI,27.0,84.0,316,57.0,3
eNKI,27.0,85.0,366,58.0,3
eNKI,28.0,30.0,20,2.0,3
eNKI,28.0,31.0,36,3.0,3
eNKI,28.0,32.0,48,4.0,3
eNKI,28.0,33.0,56,5.0,3
eNKI,28.0,34.0,56,6.0,3
eNKI,28.0,35.0,78,7.0,3
eNKI,28.0,36.0,64,8.0,3
eNKI,28.0,37.0,64,9.0,3
eNKI,28.0,38.0,78,10.0,3
eNKI,28.0,39.0,76,11.0,3
eNKI,28.0,40.0,76,12.0,3
eNKI,28.0,41.0,102,13.0,3
eNKI,28.0,42.0,96,14.0,3
eNKI,28.0,43.0,96,15.0,3
eNKI,28.0,44.0,132,16.0,3
eNKI,28.0,45.0,88,17.0,3
eNKI,28.0,46.0,88,18.0,3
eNKI,28.0,47.0,132,19.0,3
eNKI,28.0,48.0,112,20.0,3
eNKI,28.0,49.0,112,21.0,3
eNKI,28.0,50.0,168,22.0,3
eNKI,28.0,51.0,136,23.0,3
eNKI,28.0,52.0,136,24.0,3
eNKI,28.0,53.0,192,25.0,3
eNKI,28.0,54.0,152,26.0,3
eNKI,28.0,55.0,152,27.0,3
eNKI,28.0,56.0,192,28.0,3
eNKI,28.0,57.0,152,29.0,3
eNKI,28.0,58.0,152,30.0,3
eNKI,28.0,59.0,222,31.0,3
eNKI,28.0,60.0,168,32.0,3
eNKI,28.0,61.0,168,33.0,3
eNKI,28.0,62.0,252,34.0,3
eNKI,28.0,63.0,188,35.0,3
eNKI,28.0,64.0,188,36.0,3
eNKI,28.0,65.0,282,37.0,3
eNKI,28.0,66.0,196,38.0,3
eNKI,28.0,67.0,196,39.0,3
eNKI,28.0,68.0,294,40.0,3
eNKI,28.0,69.0,204,41.0,3
eNKI,28.0,70.0,204,42.0,3
eNKI,28.0,71.0,306,43.0,3
eNKI,28.0,72.0,220,44.0,3
eNKI,28.0,73.0,220,45.0,3
eNKI,28.0,74.0,330,46.0,3
eNKI,28.0,75.0,236,47.0,3
eNKI,28.0,76.0,236,48.0,3
eNKI,28.0,77.0,354,49.0,3
eNKI,28.0,78.0,252,50.0,3
eNKI,28.0,79.0,252,51.0,3
eNKI,28.0,80.0,378,52.0,3
eNKI,28.0,81.0,284,53.0,3
eNKI,28.0,82.0,284,54.0,3
eNKI,28.0,83.0,384,55.0,3
eNKI,28.0,84.0,316,56.0,3
eNKI,28.0,85.0,316,57.0,3
eNKI,29.0,31.0,18,2.0,3
eNKI,29.0,32.0,32,3.0,3
eNKI,29.0,33.0,48,4.0,3
eNKI,29.0,34.0,52,5.0,3
eNKI,29.0,35.0,52,6.0,3
eNKI,29.0,36.0,54,7.0,3
eNKI,29.0,37.0,60,8.0,3
eNKI,29.0,38.0,60,9.0,3
eNKI,29.0,39.0,90,10.0,3
eNKI,29.0,40.0,68,11.0,3
eNKI,29.0,41.0,68,12.0,3
eNKI,29.0,42.0,90,13.0,3
eNKI,29.0,43.0,80,14.0,3
eNKI,29.0,44.0,80,15.0,3
eNKI,29.0,45.0,114,16.0,3
eNKI,29.0,46.0,84,17.0,3
eNKI,29.0,47.0,84,18.0,3
eNKI,29.0,48.0,126,19.0,3
eNKI,29.0,49.0,120,20.0,3
eNKI,29.0,50.0,120,21.0,3
eNKI,29.0,51.0,180,22.0,3
eNKI,29.0,52.0,132,23.0,3
eNKI,29.0,53.0,132,24.0,3
eNKI,29.0,54.0,186,25.0,3
eNKI,29.0,55.0,144,26.0,3
eNKI,29.0,56.0,144,27.0,3
eNKI,29.0,57.0,168,28.0,3
eNKI,29.0,58.0,144,29.0,3
eNKI,29.0,59.0,144,30.0,3
eNKI,29.0,60.0,216,31.0,3
eNKI,29.0,61.0,180,32.0,3
eNKI,29.0,62.0,180,33.0,3
eNKI,29.0,63.0,240,34.0,3
eNKI,29.0,64.0,188,35.0,3
eNKI,29.0,65.0,188,36.0,3
eNKI,29.0,66.0,282,37.0,3
eNKI,29.0,67.0,200,38.0,3
eNKI,29.0,68.0,200,39.0,3
eNKI,29.0,69.0,300,40.0,3
eNKI,29.0,70.0,216,41.0,3
eNKI,29.0,71.0,216,42.0,3
eNKI,29.0,72.0,324,43.0,3
eNKI,29.0,73.0,224,44.0,3
eNKI,29.0,74.0,224,45.0,3
eNKI,29.0,75.0,336,46.0,3
eNKI,29.0,76.0,244,47.0,3
eNKI,29.0,77.0,244,48.0,3
eNKI,29.0,78.0,366,49.0,3
eNKI,29.0,79.0,260,50.0,3
eNKI,29.0,80.0,260,51.0,3
eNKI,29.0,81.0,390,52.0,3
eNKI,29.0,82.0,288,53.0,3
eNKI,29.0,83.0,288,54.0,3
eNKI,29.0,84.0,354,55.0,3
eNKI,29.0,85.0,296,56.0,3
eNKI,30.0,32.0,16,2.0,3
eNKI,30.0,33.0,32,3.0,3
eNKI,30.0,34.0,48,4.0,3
eNKI,30.0,35.0,52,5.0,3
eNKI,30.0,36.0,52,6.0,3
eNKI,30.0,37.0,54,7.0,3
eNKI,30.0,38.0,52,8.0,3
eNKI,30.0,39.0,52,9.0,3
eNKI,30.0,40.0,78,10.0,3
eNKI,30.0,41.0,80,11.0,3
eNKI,30.0,42.0,80,12.0,3
eNKI,30.0,43.0,108,13.0,3
eNKI,30.0,44.0,76,14.0,3
eNKI,30.0,45.0,76,15.0,3
eNKI,30.0,46.0,114,16.0,3
eNKI,30.0,47.0,104,17.0,3
eNKI,30.0,48.0,104,18.0,3
eNKI,30.0,49.0,156,19.0,3
eNKI,30.0,50.0,120,20.0,3
eNKI,30.0,51.0,120,21.0,3
eNKI,30.0,52.0,180,22.0,3
eNKI,30.0,53.0,136,23.0,3
eNKI,30.0,54.0,136,24.0,3
eNKI,30.0,55.0,174,25.0,3
eNKI,30.0,56.0,124,26.0,3
eNKI,30.0,57.0,124,27.0,3
eNKI,30.0,58.0,186,28.0,3
eNKI,30.0,59.0,160,29.0,3
eNKI,30.0,60.0,160,30.0,3
eNKI,30.0,61.0,228,31.0,3
eNKI,30.0,62.0,168,32.0,3
eNKI,30.0,63.0,168,33.0,3
eNKI,30.0,64.0,246,34.0,3
eNKI,30.0,65.0,188,35.0,3
eNKI,30.0,66.0,188,36.0,3
eNKI,30.0,67.0,282,37.0,3
eNKI,30.0,68.0,176,38.0,3
eNKI,30.0,69.0,176,39.0,3
eNKI,30.0,70.0,264,40.0,3
eNKI,30.0,71.0,204,41.0,3
eNKI,30.0,72.0,204,42.0,3
eNKI,30.0,73.0,306,43.0,3
eNKI,30.0,74.0,220,44.0,3
eNKI,30.0,75.0,220,45.0,3
eNKI,30.0,76.0,330,46.0,3
eNKI,30.0,77.0,240,47.0,3
eNKI,30.0,78.0,240,48.0,3
eNKI,30.0,79.0,360,49.0,3
eNKI,30.0,80.0,264,50.0,3
eNKI,30.0,81.0,264,51.0,3
eNKI,30.0,82.0,378,52.0,3
eNKI,30.0,83.0,276,53.0,3
eNKI,30.0,84.0,276,54.0,3
eNKI,30.0,85.0,318,55.0,3
eNKI,31.0,33.0,18,2.0,3
eNKI,31.0,34.0,36,3.0,3
eNKI,31.0,35.0,42,4.0,3
eNKI,31.0,36.0,36,5.0,3
eNKI,31.0,37.0,36,6.0,3
eNKI,31.0,38.0,54,7.0,3
eNKI,31.0,39.0,52,8.0,3
eNKI,31.0,40.0,52,9.0,3
eNKI,31.0,41.0,78,10.0,3
eNKI,31.0,42.0,68,11.0,3
eNKI,31.0,43.0,68,12.0,3
eNKI,31.0,44.0,90,13.0,3
eNKI,31.0,45.0,76,14.0,3
eNKI,31.0,46.0,76,15.0,3
eNKI,31.0,47.0,114,16.0,3
eNKI,31.0,48.0,104,17.0,3
eNKI,31.0,49.0,104,18.0,3
eNKI,31.0,50.0,150,19.0,3
eNKI,31.0,51.0,116,20.0,3
eNKI,31.0,52.0,116,21.0,3
eNKI,31.0,53.0,168,22.0,3
eNKI,31.0,54.0,116,23.0,3
eNKI,31.0,55.0,116,24.0,3
eNKI,31.0,56.0,162,25.0,3
eNKI,31.0,57.0,140,26.0,3
eNKI,31.0,58.0,140,27.0,3
eNKI,31.0,59.0,210,28.0,3
eNKI,31.0,60.0,148,29.0,3
eNKI,31.0,61.0,148,30.0,3
eNKI,31.0,62.0,222,31.0,3
eNKI,31.0,63.0,176,32.0,3
eNKI,31.0,64.0,176,33.0,3
eNKI,31.0,65.0,264,34.0,3
eNKI,31.0,66.0,172,35.0,3
eNKI,31.0,67.0,172,36.0,3
eNKI,31.0,68.0,258,37.0,3
eNKI,31.0,69.0,200,38.0,3
eNKI,31.0,70.0,200,39.0,3
eNKI,31.0,71.0,300,40.0,3
eNKI,31.0,72.0,208,41.0,3
eNKI,31.0,73.0,208,42.0,3
eNKI,31.0,74.0,312,43.0,3
eNKI,31.0,75.0,232,44.0,3
eNKI,31.0,76.0,232,45.0,3
eNKI,31.0,77.0,348,46.0,3
eNKI,31.0,78.0,240,47.0,3
eNKI,31.0,79.0,240,48.0,3
eNKI,31.0,80.0,360,49.0,3
eNKI,31.0,81.0,256,50.0,3
eNKI,31.0,82.0,256,51.0,3
eNKI,31.0,83.0,348,52.0,3
eNKI,31.0,84.0,276,53.0,3
eNKI,31.0,85.0,276,54.0,3
eNKI,32.0,34.0,20,2.0,3
eNKI,32.0,35.0,28,3.0,3
eNKI,32.0,36.0,30,4.0,3
eNKI,32.0,37.0,36,5.0,3
eNKI,32.0,38.0,36,6.0,3
eNKI,32.0,39.0,54,7.0,3
eNKI,32.0,40.0,60,8.0,3
eNKI,32.0,41.0,60,9.0,3
eNKI,32.0,42.0,66,10.0,3
eNKI,32.0,43.0,68,11.0,3
eNKI,32.0,44.0,68,12.0,3
eNKI,32.0,45.0,102,13.0,3
eNKI,32.0,46.0,88,14.0,3
eNKI,32.0,47.0,88,15.0,3
eNKI,32.0,48.0,132,16.0,3
eNKI,32.0,49.0,104,17.0,3
eNKI,32.0,50.0,104,18.0,3
eNKI,32.0,51.0,156,19.0,3
eNKI,32.0,52.0,108,20.0,3
eNKI,32.0,53.0,108,21.0,3
eNKI,32.0,54.0,162,22.0,3
eNKI,32.0,55.0,124,23.0,3
eNKI,32.0,56.0,124,24.0,3
eNKI,32.0,57.0,156,25.0,3
eNKI,32.0,58.0,136,26.0,3
eNKI,32.0,59.0,136,27.0,3
eNKI,32.0,60.0,204,28.0,3
eNKI,32.0,61.0,164,29.0,3
eNKI,32.0,62.0,164,30.0,3
eNKI,32.0,63.0,216,31.0,3
eNKI,32.0,64.0,160,32.0,3
eNKI,32.0,65.0,160,33.0,3
eNKI,32.0,66.0,240,34.0,3
eNKI,32.0,67.0,160,35.0,3
eNKI,32.0,68.0,160,36.0,3
eNKI,32.0,69.0,240,37.0,3
eNKI,32.0,70.0,188,38.0,3
eNKI,32.0,71.0,188,39.0,3
eNKI,32.0,72.0,282,40.0,3
eNKI,32.0,73.0,208,41.0,3
eNKI,32.0,74.0,208,42.0,3
eNKI,32.0,75.0,312,43.0,3
eNKI,32.0,76.0,220,44.0,3
eNKI,32.0,77.0,220,45.0,3
eNKI,32.0,78.0,330,46.0,3
eNKI,32.0,79.0,244,47.0,3
eNKI,32.0,80.0,244,48.0,3
eNKI,32.0,81.0,366,49.0,3
eNKI,32.0,82.0,264,50.0,3
eNKI,32.0,83.0,264,51.0,3
eNKI,32.0,84.0,306,52.0,3
eNKI,32.0,85.0,288,53.0,3
eNKI,33.0,35.0,14,2.0,3
eNKI,33.0,36.0,20,3.0,3
eNKI,33.0,37.0,30,4.0,3
eNKI,33.0,38.0,36,5.0,3
eNKI,33.0,39.0,36,6.0,3
eNKI,33.0,40.0,54,7.0,3
eNKI,33.0,41.0,52,8.0,3
eNKI,33.0,42.0,52,9.0,3
eNKI,33.0,43.0,66,10.0,3
eNKI,33.0,44.0,60,11.0,3
eNKI,33.0,45.0,60,12.0,3
eNKI,33.0,46.0,90,13.0,3
eNKI,33.0,47.0,88,14.0,3
eNKI,33.0,48.0,88,15.0,3
eNKI,33.0,49.0,120,16.0,3
eNKI,33.0,50.0,88,17.0,3
eNKI,33.0,51.0,88,18.0,3
eNKI,33.0,52.0,132,19.0,3
eNKI,33.0,53.0,104,20.0,3
eNKI,33.0,54.0,104,21.0,3
eNKI,33.0,55.0,144,22.0,3
eNKI,33.0,56.0,112,23.0,3
eNKI,33.0,57.0,112,24.0,3
eNKI,33.0,58.0,168,25.0,3
eNKI,33.0,59.0,140,26.0,3
eNKI,33.0,60.0,140,27.0,3
eNKI,33.0,61.0,192,28.0,3
eNKI,33.0,62.0,156,29.0,3
eNKI,33.0,63.0,156,30.0,3
eNKI,33.0,64.0,234,31.0,3
eNKI,33.0,65.0,156,32.0,3
eNKI,33.0,66.0,156,33.0,3
eNKI,33.0,67.0,234,34.0,3
eNKI,33.0,68.0,184,35.0,3
eNKI,33.0,69.0,184,36.0,3
eNKI,33.0,70.0,276,37.0,3
eNKI,33.0,71.0,196,38.0,3
eNKI,33.0,72.0,196,39.0,3
eNKI,33.0,73.0,294,40.0,3
eNKI,33.0,74.0,212,41.0,3
eNKI,33.0,75.0,212,42.0,3
eNKI,33.0,76.0,318,43.0,3
eNKI,33.0,77.0,220,44.0,3
eNKI,33.0,78.0,220,45.0,3
eNKI,33.0,79.0,330,46.0,3
eNKI,33.0,80.0,240,47.0,3
eNKI,33.0,81.0,240,48.0,3
eNKI,33.0,82.0,342,49.0,3
eNKI,33.0,83.0,264,50.0,3
eNKI,33.0,84.0,264,51.0,3
eNKI,33.0,85.0,276,52.0,3
eNKI,34.0,36.0,10,2.0,3
eNKI,34.0,37.0,20,3.0,3
eNKI,34.0,38.0,30,4.0,3
eNKI,34.0,39.0,36,5.0,3
eNKI,34.0,40.0,36,6.0,3
eNKI,34.0,41.0,54,7.0,3
eNKI,34.0,42.0,52,8.0,3
eNKI,34.0,43.0,52,9.0,3
eNKI,34.0,44.0,78,10.0,3
eNKI,34.0,45.0,72,11.0,3
eNKI,34.0,46.0,72,12.0,3
eNKI,34.0,47.0,108,13.0,3
eNKI,34.0,48.0,76,14.0,3
eNKI,34.0,49.0,76,15.0,3
eNKI,34.0,50.0,114,16.0,3
eNKI,34.0,51.0,88,17.0,3
eNKI,34.0,52.0,88,18.0,3
eNKI,34.0,53.0,132,19.0,3
eNKI,34.0,54.0,96,20.0,3
eNKI,34.0,55.0,96,21.0,3
eNKI,34.0,56.0,144,22.0,3
eNKI,34.0,57.0,124,23.0,3
eNKI,34.0,58.0,124,24.0,3
eNKI,34.0,59.0,180,25.0,3
eNKI,34.0,60.0,140,26.0,3
eNKI,34.0,61.0,140,27.0,3
eNKI,34.0,62.0,204,28.0,3
eNKI,34.0,63.0,144,29.0,3
eNKI,34.0,64.0,144,30.0,3
eNKI,34.0,65.0,216,31.0,3
eNKI,34.0,66.0,144,32.0,3
eNKI,34.0,67.0,144,33.0,3
eNKI,34.0,68.0,216,34.0,3
eNKI,34.0,69.0,176,35.0,3
eNKI,34.0,70.0,176,36.0,3
eNKI,34.0,71.0,264,37.0,3
eNKI,34.0,72.0,188,38.0,3
eNKI,34.0,73.0,188,39.0,3
eNKI,34.0,74.0,282,40.0,3
eNKI,34.0,75.0,204,41.0,3
eNKI,34.0,76.0,204,42.0,3
eNKI,34.0,77.0,306,43.0,3
eNKI,34.0,78.0,224,44.0,3
eNKI,34.0,79.0,224,45.0,3
eNKI,34.0,80.0,336,46.0,3
eNKI,34.0,81.0,248,47.0,3
eNKI,34.0,82.0,248,48.0,3
eNKI,34.0,83.0,300,49.0,3
eNKI,34.0,84.0,264,50.0,3
eNKI,34.0,85.0,264,51.0,3
eNKI,35.0,37.0,12,2.0,3
eNKI,35.0,38.0,24,3.0,3
eNKI,35.0,39.0,36,4.0,3
eNKI,35.0,40.0,40,5.0,3
eNKI,35.0,41.0,40,6.0,3
eNKI,35.0,42.0,24,7.0,3
eNKI,35.0,43.0,44,8.0,3
eNKI,35.0,44.0,44,9.0,3
eNKI,35.0,45.0,66,10.0,3
eNKI,35.0,46.0,60,11.0,3
eNKI,35.0,47.0,60,12.0,3
eNKI,35.0,48.0,90,13.0,3
eNKI,35.0,49.0,76,14.0,3
eNKI,35.0,50.0,76,15.0,3
eNKI,35.0,51.0,114,16.0,3
eNKI,35.0,52.0,84,17.0,3
eNKI,35.0,53.0,84,18.0,3
eNKI,35.0,54.0,126,19.0,3
eNKI,35.0,55.0,112,20.0,3
eNKI,35.0,56.0,112,21.0,3
eNKI,35.0,57.0,144,22.0,3
eNKI,35.0,58.0,128,23.0,3
eNKI,35.0,59.0,128,24.0,3
eNKI,35.0,60.0,174,25.0,3
eNKI,35.0,61.0,140,26.0,3
eNKI,35.0,62.0,140,27.0,3
eNKI,35.0,63.0,210,28.0,3
eNKI,35.0,64.0,140,29.0,3
eNKI,35.0,65.0,140,30.0,3
eNKI,35.0,66.0,210,31.0,3
eNKI,35.0,67.0,172,32.0,3
eNKI,35.0,68.0,172,33.0,3
eNKI,35.0,69.0,258,34.0,3
eNKI,35.0,70.0,176,35.0,3
eNKI,35.0,71.0,176,36.0,3
eNKI,35.0,72.0,264,37.0,3
eNKI,35.0,73.0,192,38.0,3
eNKI,35.0,74.0,192,39.0,3
eNKI,35.0,75.0,288,40.0,3
eNKI,35.0,76.0,212,41.0,3
eNKI,35.0,77.0,212,42.0,3
eNKI,35.0,78.0,318,43.0,3
eNKI,35.0,79.0,236,44.0,3
eNKI,35.0,80.0,236,45.0,3
eNKI,35.0,81.0,330,46.0,3
eNKI,35.0,82.0,252,47.0,3
eNKI,35.0,83.0,252,48.0,3
eNKI,35.0,84.0,264,49.0,3
eNKI,35.0,85.0,256,50.0,3
eNKI,36.0,38.0,16,2.0,3
eNKI,36.0,39.0,32,3.0,3
eNKI,36.0,40.0,42,4.0,3
eNKI,36.0,41.0,36,5.0,3
eNKI,36.0,42.0,36,6.0,3
eNKI,36.0,43.0,54,7.0,3
eNKI,36.0,44.0,44,8.0,3
eNKI,36.0,45.0,44,9.0,3
eNKI,36.0,46.0,66,10.0,3
eNKI,36.0,47.0,68,11.0,3
eNKI,36.0,48.0,68,12.0,3
eNKI,36.0,49.0,96,13.0,3
eNKI,36.0,50.0,76,14.0,3
eNKI,36.0,51.0,76,15.0,3
eNKI,36.0,52.0,114,16.0,3
eNKI,36.0,53.0,104,17.0,3
eNKI,36.0,54.0,104,18.0,3
eNKI,36.0,55.0,132,19.0,3
eNKI,36.0,56.0,120,20.0,3
eNKI,36.0,57.0,120,21.0,3
eNKI,36.0,58.0,174,22.0,3
eNKI,36.0,59.0,128,23.0,3
eNKI,36.0,60.0,128,24.0,3
eNKI,36.0,61.0,168,25.0,3
eNKI,36.0,62.0,128,26.0,3
eNKI,36.0,63.0,128,27.0,3
eNKI,36.0,64.0,192,28.0,3
eNKI,36.0,65.0,132,29.0,3
eNKI,36.0,66.0,132,30.0,3
eNKI,36.0,67.0,198,31.0,3
eNKI,36.0,68.0,156,32.0,3
eNKI,36.0,69.0,156,33.0,3
eNKI,36.0,70.0,234,34.0,3
eNKI,36.0,71.0,180,35.0,3
eNKI,36.0,72.0,180,36.0,3
eNKI,36.0,73.0,270,37.0,3
eNKI,36.0,74.0,204,38.0,3
eNKI,36.0,75.0,204,39.0,3
eNKI,36.0,76.0,306,40.0,3
eNKI,36.0,77.0,228,41.0,3
eNKI,36.0,78.0,228,42.0,3
eNKI,36.0,79.0,342,43.0,3
eNKI,36.0,80.0,244,44.0,3
eNKI,36.0,81.0,244,45.0,3
eNKI,36.0,82.0,294,46.0,3
eNKI,36.0,83.0,248,47.0,3
eNKI,36.0,84.0,248,48.0,3
eNKI,36.0,85.0,240,49.0,3
eNKI,37.0,39.0,22,2.0,3
eNKI,37.0,40.0,28,3.0,3
eNKI,37.0,41.0,12,4.0,3
eNKI,37.0,42.0,16,5.0,3
eNKI,37.0,43.0,16,6.0,3
eNKI,37.0,44.0,24,7.0,3
eNKI,37.0,45.0,52,8.0,3
eNKI,37.0,46.0,52,9.0,3
eNKI,37.0,47.0,78,10.0,3
eNKI,37.0,48.0,60,11.0,3
eNKI,37.0,49.0,60,12.0,3
eNKI,37.0,50.0,90,13.0,3
eNKI,37.0,51.0,88,14.0,3
eNKI,37.0,52.0,88,15.0,3
eNKI,37.0,53.0,120,16.0,3
eNKI,37.0,54.0,100,17.0,3
eNKI,37.0,55.0,100,18.0,3
eNKI,37.0,56.0,138,19.0,3
eNKI,37.0,57.0,120,20.0,3
eNKI,37.0,58.0,120,21.0,3
eNKI,37.0,59.0,144,22.0,3
eNKI,37.0,60.0,124,23.0,3
eNKI,37.0,61.0,124,24.0,3
eNKI,37.0,62.0,186,25.0,3
eNKI,37.0,63.0,128,26.0,3
eNKI,37.0,64.0,128,27.0,3
eNKI,37.0,65.0,192,28.0,3
eNKI,37.0,66.0,152,29.0,3
eNKI,37.0,67.0,152,30.0,3
eNKI,37.0,68.0,228,31.0,3
eNKI,37.0,69.0,168,32.0,3
eNKI,37.0,70.0,168,33.0,3
eNKI,37.0,71.0,252,34.0,3
eNKI,37.0,72.0,188,35.0,3
eNKI,37.0,73.0,188,36.0,3
eNKI,37.0,74.0,282,37.0,3
eNKI,37.0,75.0,204,38.0,3
eNKI,37.0,76.0,204,39.0,3
eNKI,37.0,77.0,306,40.0,3
eNKI,37.0,78.0,228,41.0,3
eNKI,37.0,79.0,228,42.0,3
eNKI,37.0,80.0,318,43.0,3
eNKI,37.0,81.0,232,44.0,3
eNKI,37.0,82.0,232,45.0,3
eNKI,37.0,83.0,258,46.0,3
eNKI,37.0,84.0,244,47.0,3
eNKI,37.0,85.0,244,48.0,3
eNKI,38.0,40.0,14,2.0,3
eNKI,38.0,41.0,8,3.0,3
eNKI,38.0,42.0,12,4.0,3
eNKI,38.0,43.0,36,5.0,3
eNKI,38.0,44.0,36,6.0,3
eNKI,38.0,45.0,54,7.0,3
eNKI,38.0,46.0,44,8.0,3
eNKI,38.0,47.0,44,9.0,3
eNKI,38.0,48.0,66,10.0,3
eNKI,38.0,49.0,72,11.0,3
eNKI,38.0,50.0,72,12.0,3
eNKI,38.0,51.0,108,13.0,3
eNKI,38.0,52.0,80,14.0,3
eNKI,38.0,53.0,80,15.0,3
eNKI,38.0,54.0,120,16.0,3
eNKI,38.0,55.0,104,17.0,3
eNKI,38.0,56.0,104,18.0,3
eNKI,38.0,57.0,114,19.0,3
eNKI,38.0,58.0,112,20.0,3
eNKI,38.0,59.0,112,21.0,3
eNKI,38.0,60.0,150,22.0,3
eNKI,38.0,61.0,116,23.0,3
eNKI,38.0,62.0,116,24.0,3
eNKI,38.0,63.0,174,25.0,3
eNKI,38.0,64.0,112,26.0,3
eNKI,38.0,65.0,112,27.0,3
eNKI,38.0,66.0,168,28.0,3
eNKI,38.0,67.0,148,29.0,3
eNKI,38.0,68.0,148,30.0,3
eNKI,38.0,69.0,222,31.0,3
eNKI,38.0,70.0,172,32.0,3
eNKI,38.0,71.0,172,33.0,3
eNKI,38.0,72.0,258,34.0,3
eNKI,38.0,73.0,184,35.0,3
eNKI,38.0,74.0,184,36.0,3
eNKI,38.0,75.0,276,37.0,3
eNKI,38.0,76.0,204,38.0,3
eNKI,38.0,77.0,204,39.0,3
eNKI,38.0,78.0,306,40.0,3
eNKI,38.0,79.0,216,41.0,3
eNKI,38.0,80.0,216,42.0,3
eNKI,38.0,81.0,282,43.0,3
eNKI,38.0,82.0,228,44.0,3
eNKI,38.0,83.0,228,45.0,3
eNKI,38.0,84.0,228,46.0,3
eNKI,38.0,85.0,232,47.0,3
eNKI,39.0,41.0,4,2.0,3
eNKI,39.0,42.0,8,3.0,3
eNKI,39.0,43.0,12,4.0,3
eNKI,39.0,44.0,16,5.0,3
eNKI,39.0,45.0,16,6.0,3
eNKI,39.0,46.0,24,7.0,3
eNKI,39.0,47.0,44,8.0,3
eNKI,39.0,48.0,44,9.0,3
eNKI,39.0,49.0,66,10.0,3
eNKI,39.0,50.0,60,11.0,3
eNKI,39.0,51.0,60,12.0,3
eNKI,39.0,52.0,90,13.0,3
eNKI,39.0,53.0,76,14.0,3
eNKI,39.0,54.0,76,15.0,3
eNKI,39.0,55.0,114,16.0,3
eNKI,39.0,56.0,88,17.0,3
eNKI,39.0,57.0,88,18.0,3
eNKI,39.0,58.0,132,19.0,3
eNKI,39.0,59.0,108,20.0,3
eNKI,39.0,60.0,108,21.0,3
eNKI,39.0,61.0,162,22.0,3
eNKI,39.0,62.0,108,23.0,3
eNKI,39.0,63.0,108,24.0,3
eNKI,39.0,64.0,162,25.0,3
eNKI,39.0,65.0,124,26.0,3
eNKI,39.0,66.0,124,27.0,3
eNKI,39.0,67.0,186,28.0,3
eNKI,39.0,68.0,144,29.0,3
eNKI,39.0,69.0,144,30.0,3
eNKI,39.0,70.0,216,31.0,3
eNKI,39.0,71.0,168,32.0,3
eNKI,39.0,72.0,168,33.0,3
eNKI,39.0,73.0,252,34.0,3
eNKI,39.0,74.0,180,35.0,3
eNKI,39.0,75.0,180,36.0,3
eNKI,39.0,76.0,270,37.0,3
eNKI,39.0,77.0,188,38.0,3
eNKI,39.0,78.0,188,39.0,3
eNKI,39.0,79.0,282,40.0,3
eNKI,39.0,80.0,200,41.0,3
eNKI,39.0,81.0,200,42.0,3
eNKI,39.0,82.0,252,43.0,3
eNKI,39.0,83.0,204,44.0,3
eNKI,39.0,84.0,204,45.0,3
eNKI,39.0,85.0,222,46.0,3
eNKI,40.0,42.0,8,2.0,3
eNKI,40.0,43.0,16,3.0,3
eNKI,40.0,44.0,24,4.0,3
eNKI,40.0,45.0,44,5.0,3
eNKI,40.0,46.0,44,6.0,3
eNKI,40.0,47.0,66,7.0,3
eNKI,40.0,48.0,60,8.0,3
eNKI,40.0,49.0,60,9.0,3
eNKI,40.0,50.0,84,10.0,3
eNKI,40.0,51.0,64,11.0,3
eNKI,40.0,52.0,64,12.0,3
eNKI,40.0,53.0,96,13.0,3
eNKI,40.0,54.0,88,14.0,3
eNKI,40.0,55.0,88,15.0,3
eNKI,40.0,56.0,108,16.0,3
eNKI,40.0,57.0,100,17.0,3
eNKI,40.0,58.0,100,18.0,3
eNKI,40.0,59.0,120,19.0,3
eNKI,40.0,60.0,96,20.0,3
eNKI,40.0,61.0,96,21.0,3
eNKI,40.0,62.0,144,22.0,3
eNKI,40.0,63.0,104,23.0,3
eNKI,40.0,64.0,104,24.0,3
eNKI,40.0,65.0,156,25.0,3
eNKI,40.0,66.0,140,26.0,3
eNKI,40.0,67.0,140,27.0,3
eNKI,40.0,68.0,210,28.0,3
eNKI,40.0,69.0,152,29.0,3
eNKI,40.0,70.0,152,30.0,3
eNKI,40.0,71.0,228,31.0,3
eNKI,40.0,72.0,160,32.0,3
eNKI,40.0,73.0,160,33.0,3
eNKI,40.0,74.0,240,34.0,3
eNKI,40.0,75.0,188,35.0,3
eNKI,40.0,76.0,188,36.0,3
