site,Original_N,Obtained_N,N_share,n_images_each_bin,age_bins,low_age_cut,high_age_cut,Share_percentage,age_diff,median_low,median_hich,mean_low,mean_hich,std_low,std_high
AOMIC-PIOP1,215,6,3,1.0,3,18.0,20.0,2.0,2.0,2.47245,2.5375,2.499216666666667,2.553666666666667,0.18541938859425328,0.17473079484357276
AOMIC-PIOP1,215,12,5,2.0,3,18.0,21.0,2.4,3.0,2.4904,2.5551,2.50995,2.544816666666667,0.18076293113558234,0.17698788778965202
AOMIC-PIOP1,215,18,9,3.0,3,18.0,22.0,2.0,4.0,2.48175,2.49695,2.4773666666666667,2.4876444444444443,0.2126322121576569,0.27064129336300957
AOMIC-PIOP1,215,84,56,14.0,3,18.0,23.0,1.5,5.0,2.47525,2.46365,2.485969047619048,2.4537761904761908,0.20036748947280908,0.18304922678415367
AOMIC-PIOP1,215,84,56,14.0,3,18.0,24.0,1.5,6.0,2.4783,2.46365,2.481952380952381,2.4665464285714283,0.19622009739261875,0.22086928612497544
AOMIC-PIOP1,215,126,73,21.0,3,18.0,25.0,1.726027397260274,7.0,2.4554,2.4499,2.447279365079366,2.454038888888889,0.16430600734846446,0.16931998675748694
AOMIC-PIOP1,215,132,95,22.0,3,18.0,26.0,1.3894736842105264,8.0,2.4229,2.42115,2.4250386363636363,2.4303340909090907,0.17763716843707017,0.17084713529380155
AOMIC-PIOP1,215,40,39,6.666666666666667,3,19.0,21.0,1.0256410256410255,2.0,2.47525,2.47935,2.4808675,2.4872475,0.1959407189098863,0.1959855475931443
AOMIC-PIOP1,215,80,51,13.333333333333334,3,19.0,22.0,1.5686274509803921,3.0,2.4688999999999997,2.4722,2.46139875,2.4671037499999997,0.20668918969713493,0.19680710047121286
AOMIC-PIOP1,215,120,72,20.0,3,19.0,23.0,1.6666666666666667,4.0,2.4504,2.45085,2.454063333333333,2.457138333333333,0.1935949848008879,0.19638539634188318
AOMIC-PIOP1,215,124,92,20.666666666666668,3,19.0,24.0,1.3478260869565217,5.0,2.44245,2.4395,2.433481451612903,2.4354153225806447,0.17371068713205856,0.17590832287300295
AOMIC-PIOP1,215,124,88,20.666666666666668,3,19.0,25.0,1.4090909090909092,6.0,2.4229,2.435,2.4293209677419347,2.4194362903225812,0.17411350296431066,0.1879705042311776
AOMIC-PIOP1,215,186,135,31.0,3,19.0,26.0,1.3777777777777778,7.0,2.42945,2.4335500000000003,2.4226860215053763,2.4267989247311825,0.17748277912131802,0.16054059349896432
AOMIC-PIOP1,215,50,46,8.333333333333334,3,20.0,22.0,1.0869565217391304,2.0,2.4504,2.4504,2.446374,2.450272,0.19555925330983964,0.20257207338200817
AOMIC-PIOP1,215,100,71,16.666666666666668,3,20.0,23.0,1.408450704225352,3.0,2.4444999999999997,2.4503500000000003,2.444174,2.4593220000000002,0.18815389178526015,0.1727675589053136
AOMIC-PIOP1,215,150,95,25.0,3,20.0,24.0,1.5789473684210527,4.0,2.4444999999999997,2.4579500000000003,2.4409286666666667,2.4434433333333336,0.18623268779921986,0.18620206294197675
AOMIC-PIOP1,215,172,119,28.666666666666668,3,20.0,25.0,1.4453781512605042,5.0,2.4448,2.436,2.438174418604651,2.4356750000000003,0.18448785610269203,0.1789868537513006
AOMIC-PIOP1,215,172,123,28.666666666666668,3,20.0,26.0,1.3983739837398375,6.0,2.4456499999999997,2.4373,2.440678488372093,2.4380046511627906,0.17728974649681886,0.17936524558361192
AOMIC-PIOP1,215,56,44,9.333333333333334,3,21.0,23.0,1.2727272727272727,2.0,2.4452,2.44155,2.451798214285714,2.4383357142857145,0.16481188559420365,0.1729766326084868
AOMIC-PIOP1,215,112,73,18.666666666666668,3,21.0,24.0,1.5342465753424657,3.0,2.43775,2.42945,2.4376258928571426,2.4337491071428565,0.16652254223157806,0.16375959747435076
AOMIC-PIOP1,215,168,103,28.0,3,21.0,25.0,1.6310679611650485,4.0,2.4124,2.41485,2.4150392857142853,2.4166642857142855,0.16259227984549268,0.15757096501657028
AOMIC-PIOP1,215,132,86,22.0,3,21.0,26.0,1.5348837209302326,5.0,2.4188,2.4117,2.403521212121212,2.40830303030303,0.1654805258394695,0.16608993284444992
AOMIC-PIOP1,215,70,54,11.666666666666666,3,22.0,24.0,1.2962962962962963,2.0,2.42475,2.4318999999999997,2.422131428571429,2.4194914285714293,0.1804086428589813,0.16873781286565034
AOMIC-PIOP1,215,112,78,18.666666666666668,3,22.0,25.0,1.435897435897436,3.0,2.41215,2.42475,2.407873214285715,2.41786875,0.16630578857062617,0.16651800218197335
AOMIC-PIOP1,215,96,55,16.0,3,22.0,26.0,1.7454545454545454,4.0,2.4132,2.4105,2.420557291666667,2.408276041666667,0.17075152692222675,0.16752692084984377
AOMIC-PIOP1,215,56,45,9.333333333333334,3,23.0,25.0,1.2444444444444445,2.0,2.4047,2.41715,2.3844750000000006,2.4148375,0.14056944223731233,0.15455840621531455
AOMIC-PIOP1,215,64,38,10.666666666666666,3,23.0,26.0,1.6842105263157894,3.0,2.42285,2.4097999999999997,2.4151999999999996,2.4047359375,0.15222748224025237,0.10687914309012109
AOMIC-PIOP1,215,32,26,5.333333333333333,3,24.0,26.0,1.2307692307692308,2.0,2.41715,2.4292,2.421871875,2.422734375,0.15922446974040425,0.10080886292761201
